Account_ID,Customer_ID,Account_Type,Branch_Code,Balance_PHP,Credit_Score,Interest_Rate,Loan_Amount_PHP,Loan_Type,Loan_Status,Transaction_ID,Transaction_Type,Transaction_Amount_PHP,Transaction_Date,Merchant_ID,Merchant_Category,Card_Type,Credit_Limit_PHP,Overdue_Amount_PHP,Monthly_Income_PHP
644524,1352,Savings,MNL,50783.56,389,7.76,232807.48,Auto,Pending,3405735,Credit,44482.75,1/12/2022,817173,Utilities,Debit,66963.09,21992.35,39784.19
222864,5280,Current,DVO,30830.25,495,8.03,293656.99,Home,Closed,8870084,Debit,13599.4,7/24/2022,873986,Shopping,Debit,64910.66,17414.24,10033.85
749538,3003,Current,DVO,96217.21,800,5.28,486641.85,Auto,Approved,6701472,Debit,45578.45,12/30/2023,168943,Groceries,Debit,71301.76,27376.66,65160.27
820630,5114,Current,MNL,58570.35,586,1.87,401838.13,Personal,Rejected,9965638,Credit,19330.42,7/16/2023,145553,Shopping,Credit,41159.77,21258.14,37468.11
604905,4828,Savings,MNL,35822.49,357,4.12,238881.99,Auto,Rejected,8465953,Debit,36462.88,7/13/2023,256909,Healthcare,Credit,25188.83,29014.94,42824.06
408567,3678,Current,GEN,22710.49,489,6.75,431773.13,Personal,Approved,8762439,Debit,45639.16,4/11/2022,848387,Groceries,Debit,45831.97,15353.73,80577.86
384311,7795,Current,MNL,26973.43,380,9.28,19393.88,Business,Rejected,7204846,Credit,37582.07,4/13/2023,187184,Utilities,Debit,41116.91,16998.22,21406.93
116840,1529,Time Deposit,CEB,63850.65,627,7.36,257829.7,Home,Rejected,5259281,Debit,28878.52,11/2/2022,934299,Shopping,Credit,63555.2,9296.34,33138.16
576487,7634,Current,GEN,6105.54,725,3.21,319733.67,Auto,Closed,2426824,Debit,43539.03,12/10/2023,807114,Healthcare,Debit,18075.69,6815.52,71048.07
933810,5595,Time Deposit,ILO,64581.63,590,3.82,192066.61,Home,Pending,4911969,Debit,22740.67,11/14/2022,900339,Groceries,Debit,91832.93,1509.47,79651.72
830025,3759,Savings,GEN,19609.76,542,1.73,117455.63,Business,Rejected,9732305,Debit,39485.54,2/14/2023,188267,Travel,Credit,38593.85,7495.65,63845.02
779860,8608,Time Deposit,ILO,39472.41,342,7.79,390970.59,Home,Rejected,6075288,Debit,946.28,1/20/2022,692266,Groceries,Debit,51229.12,4873.94,28377.69
486403,4902,Savings,ILO,85187.31,632,1.51,130465.34,Home,Closed,3844315,Debit,28330.73,10/12/2023,818099,Travel,Debit,16986.21,13578.27,20607.97
298395,8536,Time Deposit,DVO,86647.11,843,5.83,125266.49,Home,Closed,8598516,Debit,10777.51,4/6/2023,399997,Shopping,Debit,61493.01,14717.57,57722.2
131568,3455,Savings,GEN,89657.23,316,1.53,179212.76,Business,Rejected,1128387,Credit,10767.61,12/11/2022,895134,Shopping,Debit,41952.66,11280.83,11049.96
331558,8971,Time Deposit,MNL,12023.12,618,5.67,446639.21,Auto,Approved,7993627,Credit,29233.93,7/18/2023,503885,Shopping,Debit,36151.08,9875.29,80036.21
740132,2748,Current,MNL,4222.5,691,7.33,377332.59,Personal,Closed,6829821,Debit,4055.94,11/4/2023,828734,Shopping,Debit,71307.88,779.96,33191.02
826180,1576,Savings,MNL,6347.77,502,5.29,273101.45,Business,Closed,6591557,Credit,37308.67,7/13/2023,289077,Travel,Credit,14929.6,23396.25,28141.31
242491,3453,Time Deposit,MNL,49926.76,478,8.78,8865.21,Home,Rejected,8061571,Debit,34363.49,9/3/2022,881961,Shopping,Debit,33525.31,19663.55,48787.48
829478,8348,Savings,MNL,31247.87,590,2.1,184425.03,Personal,Closed,5287838,Credit,25118.82,12/17/2022,579053,Utilities,Debit,54028.76,13426.03,48849.79
730802,1991,Savings,GEN,50852.22,634,7.01,364695.15,Personal,Approved,9046910,Credit,24555.64,4/2/2022,450665,Healthcare,Credit,75380.86,10246.54,71560.7
555703,9804,Current,MNL,73304.8,705,7.05,465216.87,Auto,Pending,7494810,Debit,32566.56,1/14/2022,632364,Utilities,Debit,38915.8,26155.78,41500.44
188481,3289,Savings,GEN,1091.53,781,1.68,411587.64,Business,Approved,4542249,Debit,27971.64,2/28/2023,565693,Shopping,Credit,34784.66,4618.21,89009.44
978772,7700,Current,CEB,57777,377,5.34,162399.26,Home,Pending,1664107,Credit,38143.94,2/22/2022,798756,Groceries,Credit,95179.87,28053.1,30176.53
926803,2003,Current,CEB,9675.99,588,5.54,457274.95,Business,Closed,6905082,Credit,37436.09,3/7/2022,875396,Travel,Credit,75518.07,26364.36,52795.88
790217,2194,Savings,DVO,42551.32,475,9.21,387229.43,Personal,Approved,7505695,Debit,45795.55,6/18/2022,823963,Healthcare,Credit,51573.66,9021.69,45171.69
691951,5164,Savings,DVO,13502.95,336,2.81,73855.73,Business,Closed,4735882,Credit,39046.18,10/11/2023,389505,Shopping,Credit,39932.03,22799.09,71056.31
124487,2095,Current,GEN,41227.06,569,7.01,171914.49,Auto,Pending,1171375,Credit,34998.69,3/29/2022,872651,Utilities,Credit,47472,24220.26,81079.81
889200,2508,Savings,DVO,89695.96,435,2.5,370716.64,Home,Pending,3249148,Debit,49250.35,10/29/2022,312458,Shopping,Credit,84512.38,351.59,80495.86
481667,8855,Time Deposit,GEN,94079.98,632,5.37,215357.67,Personal,Closed,9258889,Debit,46169.89,7/24/2023,139496,Healthcare,Credit,96468.95,28143.3,64322.97
693247,7872,Time Deposit,MNL,24464.18,777,9.65,477748.91,Auto,Approved,2015473,Credit,8691.07,3/30/2022,586915,Healthcare,Debit,36154.72,25347.1,40924.09
468726,5100,Savings,CEB,85194.34,713,5.11,330487,Personal,Closed,3055651,Debit,10556.54,5/23/2023,597818,Shopping,Credit,34458.39,10874.94,23835.62
239380,1754,Current,GEN,54420.35,717,9.84,425325.6,Business,Closed,7142393,Credit,48868.58,2/4/2023,952590,Utilities,Debit,21313.13,20615.5,97252.78
837202,1597,Time Deposit,GEN,88887.29,644,1.16,347800.88,Auto,Approved,5518596,Credit,26130.31,10/3/2023,741225,Utilities,Debit,97166.88,8865.31,64873.09
767222,4886,Current,DVO,20976.81,842,5.55,29256.59,Business,Pending,5119428,Credit,15868.35,8/1/2023,129031,Healthcare,Credit,82895.25,21501.55,12643.79
498600,9404,Savings,DVO,82316.57,703,6.15,215975.19,Home,Approved,7033627,Credit,36443.47,4/29/2022,247326,Shopping,Debit,50033.81,1204.2,68601.35
181248,3762,Current,DVO,2429.88,659,5.05,38049.78,Business,Closed,9275504,Debit,9026.61,3/24/2022,149147,Groceries,Credit,10834.98,27786.32,54389.5
168082,8877,Current,GEN,14207.44,481,4.39,377784.38,Home,Rejected,4060954,Credit,26388.61,3/10/2023,178665,Healthcare,Debit,27884.58,12733.95,42611.58
759698,1550,Savings,DVO,79709.06,554,3.99,377039.08,Business,Approved,4292050,Debit,30992.51,1/21/2022,421192,Travel,Debit,27769.76,25022.19,84806.87
580318,6642,Savings,DVO,35003.22,713,6.22,207993.82,Business,Pending,1654646,Debit,33315.7,4/13/2023,830952,Healthcare,Debit,23610.8,22744.2,13635.26
284096,8742,Savings,GEN,99071.05,471,4.1,299580.45,Home,Rejected,4667737,Credit,1616.64,1/2/2023,364898,Healthcare,Credit,55690.46,919.45,57048.95
669293,9151,Current,MNL,21692.84,733,6.07,125315.59,Home,Approved,5899227,Debit,15762.87,8/29/2022,746770,Shopping,Credit,19269.29,15104.45,24719.43
645798,3391,Current,ILO,40739.22,814,6.95,404110.69,Home,Rejected,4629462,Credit,29917.76,1/4/2023,697583,Travel,Credit,79011.04,12376.03,52252.19
209391,3044,Time Deposit,CEB,12212.65,317,4.43,400378.73,Auto,Approved,6982867,Debit,15801.01,10/21/2023,727342,Shopping,Debit,9770.96,18450.93,69163.46
746814,9854,Savings,MNL,5961.63,333,1.73,7637.33,Home,Approved,2575708,Debit,15548.25,5/30/2022,999802,Healthcare,Debit,89274.73,10996.96,33388.73
392163,6438,Savings,MNL,13918.62,778,9.97,435264.89,Personal,Pending,9088376,Debit,17950.14,3/7/2023,738283,Healthcare,Credit,59040.6,19590.2,85238.14
868856,2001,Time Deposit,MNL,91906.84,496,3.07,209795.21,Home,Closed,7574088,Credit,47055.86,3/4/2022,576145,Healthcare,Debit,30907.58,3625.5,76136.63
849117,1082,Savings,GEN,91462.59,835,1.39,148177.83,Personal,Closed,5342512,Debit,20308.07,10/31/2022,903116,Utilities,Credit,44978.98,6308.95,47126.88
282860,3240,Current,MNL,68414.94,842,5.76,290803.94,Personal,Closed,4721997,Debit,1081.84,12/5/2023,188418,Shopping,Debit,55907.44,3370.25,38316.98
342461,7802,Time Deposit,MNL,10679.65,841,2.42,346530.54,Auto,Approved,1954302,Debit,7548.9,12/21/2022,228589,Shopping,Debit,37305.25,17890.92,31876.02
173982,5190,Savings,ILO,79853.25,709,8.83,114534.3,Personal,Rejected,9117055,Debit,36794.94,11/4/2023,622517,Groceries,Credit,77947.6,3985.3,15947.11
649612,2597,Savings,CEB,10900.04,561,6.46,458581.4,Auto,Closed,4162052,Credit,38817.66,7/17/2023,626492,Healthcare,Debit,6371.76,19031.41,92458.79
857935,1558,Savings,CEB,11250.75,806,8.27,367048.74,Auto,Rejected,1577843,Debit,4205.65,7/17/2023,472934,Shopping,Credit,71149.58,21826.93,65511.86
879317,2702,Current,DVO,4997.72,638,3.2,229243.51,Home,Approved,3966901,Debit,40817.69,4/15/2023,468973,Travel,Debit,44853.64,2208.65,18225.2
224489,4546,Savings,CEB,91458.55,372,8.86,74972.12,Business,Pending,5164680,Credit,22701.68,8/6/2022,972126,Travel,Credit,8169.45,20699.5,69652.2
435539,1178,Time Deposit,DVO,70055.54,462,1.22,162347.39,Personal,Approved,9132439,Credit,46783.85,1/10/2022,846206,Healthcare,Credit,68597.24,17202.76,11170.32
476011,3968,Savings,DVO,92011.2,393,1.51,65734.75,Home,Closed,8623054,Debit,32575.28,2/25/2022,149046,Shopping,Credit,15892.87,3860.84,84512.67
192608,8505,Current,CEB,20462.69,807,4.43,251731.62,Personal,Closed,7614889,Debit,46808.95,10/9/2022,793710,Groceries,Credit,13733.84,24376.35,71447.21
169607,1441,Current,MNL,59327.21,614,5.09,280018.99,Personal,Closed,9602243,Debit,47750.12,10/5/2022,173965,Healthcare,Credit,28305.76,21064.03,76088.64
878930,4741,Savings,GEN,85585.43,732,2.05,399733.4,Auto,Rejected,6329551,Debit,5589.77,12/8/2022,937136,Utilities,Credit,21079.16,22169.37,70437.47
953918,1187,Current,GEN,89863.91,435,1.53,294627.29,Home,Closed,4341451,Debit,36226.75,9/30/2023,447731,Groceries,Debit,61355.97,7219.36,28055.26
570791,1096,Time Deposit,CEB,72519.79,553,8.21,429797.36,Home,Approved,4573488,Credit,35252.45,10/12/2023,773553,Groceries,Credit,60528.59,24986.33,13555.48
624220,2212,Current,CEB,95884.82,724,8.16,336311.61,Home,Pending,2746450,Debit,39765.36,3/8/2022,459262,Healthcare,Debit,44783.07,12816.73,76217.75
136705,1179,Savings,ILO,52800.46,491,8.47,286320.99,Personal,Pending,9472085,Debit,1441.29,11/3/2022,905546,Groceries,Credit,95650.93,19238.14,31978.47
301169,4454,Time Deposit,ILO,79591.8,349,4.11,248536.35,Personal,Approved,2666329,Debit,34436.51,1/19/2023,551569,Groceries,Credit,19195.44,27598.81,91167.08
809447,4598,Time Deposit,DVO,73222.82,413,6.19,318315.66,Auto,Closed,7573405,Debit,1266.79,11/17/2022,674664,Travel,Debit,62855.16,4301.51,27387.61
143293,4574,Current,GEN,54595.15,330,7.84,99743.09,Business,Closed,9335353,Debit,37340.23,6/1/2023,605190,Shopping,Debit,97818.47,20539.41,28193.29
103376,6322,Savings,GEN,13738.14,564,8.96,285255.39,Home,Approved,8438387,Credit,49202.84,12/12/2022,404443,Shopping,Credit,56312.69,17916.84,49821.22
263833,2831,Current,DVO,44092.55,781,4.74,219223.35,Personal,Pending,7780059,Debit,43582.33,10/28/2022,714099,Utilities,Debit,57419.63,6412.49,97599.94
979912,6802,Time Deposit,CEB,90305.57,586,4.9,39600.5,Personal,Rejected,3565077,Debit,19149.34,4/20/2023,560922,Travel,Credit,81544.93,7681.76,83228.87
595446,4195,Current,DVO,42588.79,783,1.61,310686.68,Business,Pending,1099710,Debit,41456.2,5/8/2023,675621,Shopping,Credit,58714.21,19991.24,11769.45
295526,3147,Current,ILO,41836.31,681,1.19,398688.29,Personal,Closed,9855627,Credit,41933.29,11/24/2023,549042,Travel,Credit,8552.13,27695.6,84779.12
293935,4684,Savings,ILO,40528.14,677,8.41,411321.02,Business,Closed,3696254,Debit,27718.47,3/20/2023,222844,Utilities,Credit,58706.44,28971.96,81894.2
368327,2922,Time Deposit,DVO,64107.11,785,7.68,325504.22,Business,Closed,2074207,Credit,35846.27,4/1/2022,823510,Healthcare,Credit,23017.36,5709.36,72965.76
502289,6616,Time Deposit,CEB,66993.13,371,3.98,490923.79,Personal,Pending,9154487,Credit,10278.43,9/9/2023,764669,Travel,Credit,8098.15,24650.05,31892.77
222739,2486,Savings,MNL,41045.73,610,5.29,273167.75,Business,Approved,9078206,Debit,23094.08,12/4/2023,495517,Shopping,Credit,64011.52,1956.63,45318.12
315402,1086,Current,CEB,54620.15,521,2.35,289770.55,Business,Approved,6036503,Credit,2302.11,6/1/2023,988499,Shopping,Debit,15257.8,10105.42,73925.89
596913,9847,Time Deposit,CEB,2598.03,522,3.87,325809.46,Auto,Pending,5061892,Credit,32378.09,10/20/2023,861106,Healthcare,Credit,28306.15,1675.04,69925.88
540519,6481,Time Deposit,ILO,82790.85,722,3.46,436970.21,Auto,Closed,2197364,Credit,7534.45,2/18/2022,543393,Shopping,Debit,47091.04,29486.36,11274.11
876352,8367,Time Deposit,ILO,84823.48,323,9.42,146749.88,Home,Approved,1397864,Credit,18105.85,11/5/2022,658453,Healthcare,Debit,40654.97,21248.67,69128.16
660181,4886,Current,MNL,33650.39,659,8.27,136626.8,Personal,Rejected,8434073,Credit,38900.82,1/4/2023,318405,Groceries,Debit,25861.36,19293.34,57761.04
302317,4823,Savings,DVO,10914.8,776,1.46,169194.95,Business,Closed,6702036,Credit,3923.39,8/2/2023,568982,Travel,Credit,58967.68,5534.36,13785.09
672596,4125,Time Deposit,DVO,19427.33,410,8.12,117467.54,Home,Rejected,3523937,Credit,10703.91,4/9/2022,945072,Utilities,Credit,32519.02,18146.07,14530.22
471640,2744,Savings,DVO,82082.46,563,9.65,430192.54,Personal,Pending,3504834,Debit,37157.09,6/27/2023,610633,Healthcare,Debit,43551.22,18962.86,28331.37
992698,9637,Current,DVO,15084.37,493,5.38,36775.1,Personal,Approved,2031171,Debit,34324.74,4/26/2023,331862,Travel,Debit,64566.87,20255.63,97092.77
717176,9362,Current,ILO,48805.92,753,9.97,293646.33,Home,Rejected,9571700,Credit,20317.56,7/28/2022,375140,Healthcare,Credit,19959.76,24237.74,40825.72
444248,8693,Savings,CEB,75434.81,594,1.83,44558.67,Business,Rejected,8158135,Debit,840.94,1/6/2022,463362,Groceries,Debit,84945.43,2938.94,97348.41
916933,5587,Savings,MNL,66470.61,598,5.5,225748,Home,Pending,7983365,Credit,14833.07,2/6/2023,512786,Travel,Debit,57931.58,27635.5,42903.11
757498,8403,Time Deposit,DVO,80330.67,686,1.82,285563.78,Personal,Approved,7492585,Credit,24528.51,9/10/2023,336218,Groceries,Credit,19127.97,26455.64,86314.4
795098,5859,Current,CEB,46769.81,559,2.74,432116.12,Auto,Rejected,6078326,Debit,1015.79,4/30/2023,745897,Travel,Debit,72896.41,2292.16,84093.15
238559,3058,Current,ILO,75154.47,503,2.19,353933.14,Home,Closed,5165138,Credit,7240.11,1/3/2022,953713,Groceries,Debit,9159.26,12443.48,83694.58
254496,8856,Time Deposit,CEB,9345.27,511,8.91,92984.3,Personal,Rejected,2770988,Debit,13206.69,8/15/2023,408325,Travel,Debit,19563.65,8255.76,15691.74
260911,8872,Savings,CEB,40409.69,719,7.66,349168.65,Home,Rejected,2224890,Credit,6951.36,8/8/2022,415693,Travel,Credit,32424.42,15623.07,59869.08
297926,4199,Current,MNL,81170.32,764,7.25,326325.81,Personal,Approved,8125547,Debit,42864.67,12/15/2022,816177,Healthcare,Debit,27825.24,10065.08,99703.13
639579,3583,Savings,DVO,31852.71,384,3.85,391647.69,Auto,Rejected,5631271,Credit,2084.16,11/17/2023,983119,Groceries,Credit,43382.84,84.93,77323.98
768193,3489,Time Deposit,DVO,58508.89,498,4.7,327681.03,Home,Closed,5893978,Debit,41863.12,6/19/2023,660073,Travel,Debit,43013.13,11696.46,92149.72
919467,9418,Time Deposit,MNL,6001.99,586,9.76,145797.78,Personal,Approved,8165499,Credit,48130.15,12/9/2023,876562,Utilities,Credit,88011.42,1294.25,41367.75
641866,1611,Current,CEB,75951.12,395,1.08,485587.64,Business,Closed,4918289,Debit,39375.83,12/28/2023,816894,Travel,Credit,58080.79,13158.71,37654.32
403765,1097,Savings,ILO,46865.5,580,2.16,238808.05,Auto,Approved,1745637,Debit,35960.76,10/3/2022,173752,Healthcare,Credit,97200.91,14586.76,38523.64
882761,9729,Current,DVO,15367.79,674,1.43,254384.07,Home,Pending,6486222,Debit,38537.62,12/9/2023,424999,Travel,Credit,17405.61,22619.13,89312.02
825747,8905,Time Deposit,MNL,95070.63,725,5.96,206060.18,Business,Pending,6253755,Debit,49627.79,5/23/2023,444216,Travel,Debit,43906.54,9704.86,31764.01
264220,7652,Current,GEN,5286.06,756,5.81,125517.64,Personal,Rejected,4170973,Debit,42912.03,9/12/2023,334786,Utilities,Debit,97172.16,17788.54,32017.85
561418,6153,Current,ILO,4020.35,777,1.05,171979.62,Auto,Approved,9233348,Credit,28635.55,2/12/2022,293859,Healthcare,Credit,92243.58,1746.26,50193.5
226423,7429,Time Deposit,ILO,5323.79,413,7.52,12445,Auto,Closed,3457317,Credit,30919.84,2/2/2023,814464,Travel,Credit,40939.78,5427.89,33102.59
389753,1101,Savings,CEB,5974.23,736,7.5,176988.8,Auto,Closed,8682810,Debit,26916.61,5/4/2022,750093,Healthcare,Credit,63881.42,7246.55,25070.44
653212,1468,Time Deposit,MNL,81380.46,343,7.58,225702.66,Business,Pending,4902732,Debit,19713.75,3/14/2022,426378,Travel,Credit,26242.72,6476.23,43948.95
960632,3580,Savings,DVO,22241.52,476,8.17,305688.33,Auto,Approved,6482103,Debit,31227.76,12/5/2022,164215,Groceries,Credit,39948.09,9310.02,52936.66
212888,5812,Time Deposit,DVO,65821.34,553,7.6,266435.05,Personal,Rejected,8623706,Debit,46275.05,10/9/2022,145546,Travel,Credit,61386.22,28192.34,78604.02
696887,3739,Savings,CEB,17406.04,806,9.18,386189.96,Business,Closed,4373774,Debit,41102.16,6/10/2022,448670,Groceries,Credit,11970.47,12447.66,55968.97
553146,2591,Current,CEB,56626.96,739,5.87,376301.7,Business,Approved,8028944,Credit,46955.17,3/27/2022,885351,Shopping,Credit,80938.08,28084.48,78269.64
230430,6495,Time Deposit,ILO,53054.67,843,3.58,171499.78,Personal,Approved,9220726,Credit,7805.11,5/31/2023,510405,Healthcare,Debit,45050.5,15798.58,25272.73
943074,5079,Current,ILO,6295.63,638,5.42,373021.72,Business,Pending,1235946,Debit,28131.97,10/7/2022,863382,Travel,Debit,52083.41,6387.68,77540.64
910451,5336,Time Deposit,ILO,83602.88,353,2.93,403542.23,Auto,Rejected,6124666,Credit,19253.05,2/22/2023,292789,Groceries,Credit,97398.87,25245.81,97929.03
338217,8478,Time Deposit,DVO,56918.99,674,3.73,412397.89,Personal,Rejected,2784142,Credit,13767.11,3/14/2022,470305,Healthcare,Credit,27298.18,11093.41,73887.06
730245,9417,Time Deposit,CEB,33029.05,715,4.97,295434.16,Auto,Approved,3888299,Credit,46516.6,10/16/2022,148757,Groceries,Credit,63000.74,28575.76,44350.69
612337,3110,Current,CEB,94338.08,843,4.19,467561.85,Business,Approved,3413550,Debit,41815.49,12/25/2022,505281,Groceries,Debit,59830.87,21281.25,31837.22
490657,5200,Savings,GEN,17747.84,556,2.44,52878.81,Home,Pending,3716414,Credit,37348.4,12/21/2023,217143,Utilities,Debit,46294.82,9917.18,74804.16
660840,5430,Time Deposit,MNL,19536.92,701,9.82,372708.57,Home,Pending,5455889,Credit,24183.69,3/31/2022,855583,Utilities,Credit,60951.87,7701.07,85796.21
687988,7178,Current,ILO,91162.39,399,5.76,459407.27,Home,Rejected,1715939,Debit,8906.34,3/18/2022,481782,Travel,Debit,82306.42,25450.9,59086.11
962835,2765,Current,ILO,11380.8,524,2.59,255430.97,Personal,Pending,4210104,Credit,20366.31,10/15/2023,517951,Healthcare,Credit,83333.89,24252.67,20404.08
377174,7612,Savings,MNL,56251.56,343,4.18,226024.93,Home,Closed,1590777,Debit,9341.48,1/25/2023,371116,Travel,Debit,91098.84,16115.59,75646.85
892645,2039,Savings,ILO,72210.17,554,7.94,181263.36,Personal,Approved,1824427,Credit,48633.4,5/24/2022,998936,Travel,Credit,28593.13,16412.54,39411.38
131627,8688,Savings,MNL,98001.9,611,5.59,57326.12,Business,Closed,5252178,Debit,24580.31,7/28/2023,195928,Utilities,Debit,94641.02,2013.38,30939.12
395701,3907,Time Deposit,DVO,21851.21,382,5.16,144637.92,Auto,Rejected,9913880,Debit,36481.31,7/30/2022,485166,Travel,Credit,49123.56,29291.73,55946.51
907413,1579,Time Deposit,DVO,55788.78,797,4.06,346151.54,Personal,Closed,5393100,Debit,24171.17,5/24/2022,422270,Travel,Credit,77431.13,12715.68,71954.32
482966,1740,Savings,CEB,21204.04,763,7.36,175493.75,Home,Approved,2692953,Credit,24683.86,2/20/2022,731212,Groceries,Credit,42213.93,8959.83,78678.79
474093,2992,Savings,GEN,89981.55,533,3.06,60403.09,Personal,Pending,2583452,Credit,4092.68,3/4/2022,661734,Shopping,Credit,10512.78,7470.82,79974.42
802594,5649,Savings,GEN,61540.17,414,9.73,326109.56,Home,Closed,1213847,Credit,5869.5,4/8/2022,429194,Healthcare,Debit,34497.73,20192.41,57619
387638,6340,Current,CEB,49899.59,717,9.76,161071.04,Personal,Pending,2824717,Debit,48785.68,1/24/2022,826293,Utilities,Credit,94737.39,25306.35,90669.7
935811,2337,Savings,CEB,99693.03,610,5.12,111840.61,Business,Rejected,5200495,Credit,768.09,10/25/2023,308542,Groceries,Debit,25372.33,1458.96,67616.48
132193,3216,Time Deposit,MNL,55994.82,719,8.15,270574.38,Auto,Rejected,5880618,Credit,8783.71,12/2/2022,592900,Healthcare,Credit,23688.1,21174.22,61008.04
603981,9534,Current,ILO,84193.12,327,9.2,381333.46,Personal,Approved,3082031,Credit,23418.28,2/25/2023,174008,Shopping,Credit,41569.05,715.19,95593.65
293160,1749,Time Deposit,DVO,42382.34,845,5.33,40332.74,Business,Pending,2984929,Debit,7619.62,11/3/2023,776627,Groceries,Credit,62074.73,13194.16,37619.32
619140,9747,Current,DVO,12225.09,721,3.87,146778.43,Personal,Approved,7947199,Credit,39009.34,8/13/2022,875478,Groceries,Credit,68412.06,7612.54,23638.95
948677,3304,Time Deposit,GEN,92931.91,781,9.78,421744.3,Business,Pending,4902950,Debit,49339.07,5/30/2022,710267,Utilities,Debit,13792.97,21420.28,17497.11
556835,2144,Time Deposit,ILO,92607.07,428,6.27,442842.23,Business,Approved,7583887,Credit,9823.57,7/5/2022,988161,Shopping,Debit,91276.85,13879.92,25910.91
429710,4832,Savings,MNL,57402.96,393,6.05,417937.65,Business,Closed,8425405,Debit,8975.61,11/27/2023,492358,Healthcare,Debit,32408.92,1697.4,99198.16
382829,9253,Current,GEN,27204.75,461,7.65,255944.46,Auto,Rejected,2929318,Debit,16641.41,7/28/2022,386715,Utilities,Credit,53229.23,5442.37,81032.5
979903,8019,Savings,ILO,18517.49,544,9.3,493337.61,Auto,Closed,5750662,Credit,32179.76,7/3/2023,310589,Utilities,Credit,9990.12,27238.98,24003.71
636935,6798,Savings,GEN,34370.86,487,1.78,27464.83,Home,Pending,3158718,Debit,48430.01,6/4/2022,670664,Utilities,Debit,15568.7,29636.45,44303.37
226764,1263,Current,DVO,73135.67,307,9.46,437324.61,Personal,Pending,9047843,Debit,6248.51,6/27/2022,617526,Shopping,Credit,63450.3,5549.3,52175.78
964993,3633,Time Deposit,GEN,91927.45,682,2.33,225411.84,Auto,Pending,4544666,Debit,25809.51,2/24/2022,714416,Healthcare,Debit,85620.08,29617.19,23843.29
631042,8880,Savings,GEN,14201.82,447,8.9,131614.18,Business,Rejected,2904518,Credit,37583.5,7/28/2023,266585,Utilities,Debit,57314.88,1815.37,34733.1
232379,1971,Time Deposit,GEN,95569.82,307,7.38,374125.54,Personal,Approved,3309643,Credit,5228.5,9/25/2022,287864,Utilities,Credit,96248.34,22848.26,94324.42
647995,7981,Current,DVO,58636.59,625,6.43,444770.84,Business,Approved,7831110,Credit,21093.06,4/13/2022,683959,Healthcare,Credit,58057.24,24236.55,87713.99
747241,3772,Savings,ILO,46678.41,826,1.81,490440.4,Auto,Rejected,9299705,Debit,21055.91,12/11/2023,995143,Groceries,Credit,53180.77,4195.21,49393.72
739486,4023,Savings,GEN,41905.44,736,3.45,252172.14,Business,Approved,5410681,Debit,29460.61,9/24/2022,483369,Shopping,Credit,41684.37,27422.08,88883.37
106913,5440,Current,CEB,8703.51,313,8.85,337477.3,Business,Pending,2303695,Credit,6649.73,12/18/2022,497934,Shopping,Debit,35216.28,5417.69,93833.05
750217,1687,Time Deposit,GEN,31046.7,639,1.27,449875.35,Auto,Rejected,9583508,Debit,20074.8,5/9/2022,252343,Utilities,Credit,66902.57,6391.15,56792.78
995073,5678,Time Deposit,DVO,58691.23,768,3.16,454667.38,Business,Pending,1622613,Debit,12849.4,11/21/2022,131313,Travel,Debit,56249.42,7993.66,58128.93
522655,6701,Time Deposit,GEN,88759.91,398,6.75,209118.22,Personal,Rejected,6567081,Credit,45231.95,6/28/2022,943129,Travel,Debit,43284.94,29742.98,54734.58
111200,6628,Current,MNL,73245.71,827,6.87,164153.64,Auto,Pending,6243325,Credit,16060.71,1/27/2023,226425,Shopping,Debit,94533.41,24774.72,83508.99
292477,9363,Time Deposit,CEB,59815.37,360,3.78,471062.73,Personal,Closed,4506168,Debit,48946.49,4/8/2022,833369,Shopping,Debit,7651.26,9378.02,88052.74
108566,5008,Current,GEN,63726.15,375,8.79,275458.48,Personal,Closed,6293276,Debit,42075.6,2/23/2022,799153,Shopping,Debit,56447.86,29902.08,36321.48
636804,9158,Savings,CEB,89353.73,831,7.58,408857.88,Home,Approved,3609846,Credit,39621.6,2/18/2023,891482,Groceries,Debit,39287.94,20263.9,94478.24
265396,2746,Current,DVO,90387.85,304,8.98,95015.75,Personal,Closed,6052318,Debit,35417.38,10/15/2022,296064,Utilities,Debit,24412.76,3596.77,21597.21
361690,7674,Savings,GEN,23839.49,703,6.97,154750.47,Home,Rejected,1485396,Debit,20817.74,3/15/2023,610249,Utilities,Credit,90879.28,7547.01,63463.71
741515,5571,Savings,CEB,56081.66,499,2.85,36145.84,Auto,Rejected,5434422,Credit,36553.53,4/18/2022,367388,Shopping,Debit,10253.48,21283.83,20202.22
988307,2781,Savings,ILO,85541.26,539,9.89,30596.82,Business,Closed,5477259,Credit,21370.99,3/24/2022,929995,Shopping,Credit,39256.69,5079.5,86684.25
191183,7038,Time Deposit,GEN,53078.78,500,2.69,153002.05,Home,Closed,8340678,Credit,40308.02,6/7/2023,607449,Healthcare,Debit,21421.24,9233,16513.25
658514,9959,Savings,DVO,43759.02,789,5.19,149532.25,Business,Closed,3147698,Debit,38611.61,5/5/2023,713180,Groceries,Credit,5088.62,3889.12,71679.74
186392,6795,Time Deposit,GEN,67788.74,657,6.39,25054.8,Home,Approved,5543658,Debit,49270.83,5/30/2023,673030,Travel,Credit,57173.18,9529.4,30935.93
